x	y			kolo	kwadrat	pi							kolo	kwadrat				
335	112	0	1	6129	7771	3,154806331												
290	282	0	1	6130	7772	3,15491508												
350	51	0	0	6130	7773	3,154509199												
131	249	0	1	6131	7774	3,154617957												
362	285	0	1	6132	7775	3,154726688												
301	129	0	1	6133	7776	3,154835391												
163	86	0	1	6134	7777	3,154944066												
262	172	0	1	6135	7778	3,155052713												
3	282	0	0	6135	7779	3,154647127												
103	199	0	1	6136	7780	3,154755784												
271	207	0	1	6137	7781	3,154864413												
381	48	0	0	6137	7782	3,154459008												
165	179	0	1	6138	7783	3,154567647												
220	259	0	1	6139	7784	3,154676259												
93	388	0	0	6139	7785	3,154271034												
285	351	0	1	6140	7786	3,154379656												
192	368	0	1	6141	7787	3,15448825												
347	300	0	1	6142	7788	3,154596816												
24	29	0	0	6142	7789	3,154191809												
266	273	0	1	6143	7790	3,154300385												
388	228	0	1	6144	7791	3,154408933												
245	226	0	1	6145	7792	3,154517454												
356	337	0	0	6145	7793	3,154112665												
50	222	0	1	6146	7794	3,154221196												
318	52	0	1	6147	7795	3,154329699												
8	313	0	0	6147	7796	3,15392509												
36	100	0	1	6148	7797	3,154033603												
141	2	0	0	6148	7798	3,153629136												
43	271	0	1	6149	7799	3,153737659												
148	250	0	1	6150	7800	3,153846154												
304	3	0	0	6150	7801	3,153441866												
111	112	0	1	6151	7802	3,153550372												
43	43	0	0	6151	7803	3,153146226												
186	221	0	1	6152	7804	3,153254741												
208	318	0	1	6153	7805	3,153363229												
286	148	0	1	6154	7806	3,153471688												
312	316	0	1	6155	7807	3,15358012												
315	109	0	1	6156	7808	3,153688525												
127	387	0	0	6156	7809	3,153284672												
370	397	0	0	6156	7810	3,152880922												
213	389	0	1	6157	7811	3,152989374												
201	11	0	1	6158	7812	3,153097798												
90	50	0	1	6159	7813	3,153206195												
218	372	0	1	6160	7814	3,153314564												
379	364	0	0	6160	7815	3,152911068												
129	165	0	1	6161	7816	3,153019447												
33	316	0	0	6161	7817	3,152616093												
299	76	0	1	6162	7818	3,152724482												
86	301	0	1	6163	7819	3,152832843												
391	360	0	0	6163	7820	3,152429668												
57	282	0	1	6164	7821	3,152538039												
308	46	0	1	6165	7822	3,152646382												
220	166	0	1	6166	7823	3,152754698												
330	209	0	1	6167	7824	3,152862986												
119	128	0	1	6168	7825	3,152971246												
366	373	0	0	6168	7826	3,152568362												
97	96	0	1	6169	7827	3,152676632												
25	64	0	0	6169	7828	3,152273889												
323	158	0	1	6170	7829	3,152382169												
289	269	0	1	6171	7830	3,152490421												
42	367	0	0	6171	7831	3,152087856												
116	45	0	1	6172	7832	3,152196118												
366	124	0	1	6173	7833	3,152304353												
207	28	0	1	6174	7834	3,152412561												
173	252	0	1	6175	7835	3,15252074												
55	141	0	1	6176	7836	3,152628892												
398	219	0	1	6177	7837	3,152737017												
290	72	0	1	6178	7838	3,152845114												
304	29	0	0	6178	7839	3,152442914												
333	155	0	1	6179	7840	3,15255102												
378	104	0	0	6179	7841	3,152148961												
127	170	0	1	6180	7842	3,152257077												
333	39	0	0	6180	7843	3,151855157												
359	114	0	1	6181	7844	3,151963284												
172	208	0	1	6182	7845	3,152071383												
186	0	0	0	6182	7846	3,151669641												
245	299	0	1	6183	7847	3,151777749												
343	371	0	0	6183	7848	3,151376147												
66	155	0	1	6184	7849	3,151484266												
361	273	0	1	6185	7850	3,151592357												
214	90	0	1	6186	7851	3,15170042												
176	68	0	1	6187	7852	3,151808456												
127	133	0	1	6188	7853	3,151916465												
191	357	0	1	6189	7854	3,152024446												
50	285	0	1	6190	7855	3,1521324												
46	45	0	0	6190	7856	3,151731161												
186	220	0	1	6191	7857	3,151839124												
229	379	0	1	6192	7858	3,15194706												
196	281	0	1	6193	7859	3,152054969												
63	59	0	1	6194	7860	3,15216285												
150	352	0	1	6195	7861	3,152270703												
32	90	0	0	6195	7862	3,151869753												
126	398	0	0	6195	7863	3,151468905												
260	181	0	1	6196	7864	3,151576806												
131	32	0	1	6197	7865	3,151684679												
67	265	0	1	6198	7866	3,151792525												
80	34	0	0	6198	7867	3,15139189												
134	371	0	1	6199	7868	3,151499746												
36	175	0	1	6200	7869	3,151607574												
398	98	0	0	6200	7870	3,151207116												
381	243	0	1	6201	7871	3,151314954												
260	219	0	1	6202	7872	3,151422764												
222	18	0	1	6203	7873	3,151530547												
117	125	0	1	6204	7874	3,151638303												
106	10	0	0	6204	7875	3,151238095												
171	214	0	1	6205	7876	3,151345861												
17	357	0	0	6205	7877	3,150945792												
351	305	0	1	6206	7878	3,151053567												
185	166	0	1	6207	7879	3,151161315												
314	168	0	1	6208	7880	3,151269036												
63	286	0	1	6209	7881	3,151376729												
341	385	0	0	6209	7882	3,150976909												
79	8	0	0	6209	7883	3,150577191												
146	127	0	1	6210	7884	3,150684932												
185	193	0	1	6211	7885	3,150792644												
286	172	0	1	6212	7886	3,15090033												
128	306	0	1	6213	7887	3,151007988												
307	149	0	1	6214	7888	3,151115619												
184	116	0	1	6215	7889	3,151223222												
332	27	0	0	6215	7890	3,150823828												
375	40	0	0	6215	7891	3,150424534												
158	293	0	1	6216	7892	3,150532184												
167	165	0	1	6217	7893	3,150639807												
272	84	0	1	6218	7894	3,150747403												
377	282	0	1	6219	7895	3,150854972												
206	40	0	1	6220	7896	3,150962513												
148	127	0	1	6221	7897	3,151070027												
381	201	0	1	6222	7898	3,151177513												
57	175	0	1	6223	7899	3,151284973												
140	51	0	1	6224	7900	3,151392405												
171	392	0	1	6225	7901	3,15149981												
113	171	0	1	6226	7902	3,151607188												
233	254	0	1	6227	7903	3,151714539												
256	129	0	1	6228	7904	3,151821862												
222	113	0	1	6229	7905	3,151929159												
38	6	0	0	6229	7906	3,151530483												
65	72	0	1	6230	7907	3,151637789												
355	120	0	1	6231	7908	3,151745068												
311	311	0	1	6232	7909	3,15185232												
342	302	0	1	6233	7910	3,151959545												
63	314	0	1	6234	7911	3,152066743												
20	361	0	0	6234	7912	3,151668352												
363	250	0	1	6235	7913	3,151775559												
23	60	0	0	6235	7914	3,151377306												
213	309	0	1	6236	7915	3,151484523												
358	73	0	0	6236	7916	3,151086407												
266	395	0	0	6236	7917	3,150688392												
316	196	0	1	6237	7918	3,150795655												
96	263	0	1	6238	7919	3,150902892												
354	194	0	1	6239	7920	3,151010101												
319	212	0	1	6240	7921	3,151117283												
12	204	0	1	6241	7922	3,151224438												
282	247	0	1	6242	7923	3,151331566												
374	283	0	1	6243	7924	3,151438667												
87	18	0	0	6243	7925	3,151041009												
173	43	0	1	6244	7926	3,15114812												
198	42	0	1	6245	7927	3,151255204												
80	123	0	1	6246	7928	3,15136226												
316	6	0	0	6246	7929	3,150964813												
88	86	0	1	6247	7930	3,151071879												
288	400	0	0	6247	7931	3,150674568												
107	119	0	1	6248	7932	3,150781644												
363	201	0	1	6249	7933	3,150888693												
191	292	0	1	6250	7934	3,150995715												
347	268	0	1	6251	7935	3,15110271												
187	243	0	1	6252	7936	3,151209677												
175	350	0	1	6253	7937	3,151316618												
137	309	0	1	6254	7938	3,151423532												
320	83	0	1	6255	7939	3,151530419												
6	348	0	0	6255	7940	3,151133501												
160	227	0	1	6256	7941	3,151240398												
364	237	0	1	6257	7942	3,151347268												
191	391	0	1	6258	7943	3,151454111												
169	105	0	1	6259	7944	3,151560926												
218	16	0	1	6260	7945	3,151667716												
327	184	0	1	6261	7946	3,151774478												
198	398	0	1	6262	7947	3,151881213												
176	368	0	1	6263	7948	3,151987921												
250	119	0	1	6264	7949	3,152094603												
56	5	0	0	6264	7950	3,151698113												
138	315	0	1	6265	7951	3,151804804												
300	272	0	1	6266	7952	3,151911469												
217	322	0	1	6267	7953	3,152018106												
197	225	0	1	6268	7954	3,152124717												
50	136	0	1	6269	7955	3,152231301												
109	39	0	1	6270	7956	3,152337858												
28	299	0	1	6271	7957	3,152444389												
91	6	0	0	6271	7958	3,152048253												
335	89	0	1	6272	7959	3,152154793												
351	196	0	1	6273	7960	3,152261307												
111	202	0	1	6274	7961	3,152367793												
169	40	0	1	6275	7962	3,152474253												
198	171	0	1	6276	7963	3,152580686												
220	307	0	1	6277	7964	3,152687092												
319	45	0	1	6278	7965	3,152793471												
302	34	0	1	6279	7966	3,152899824												
182	332	0	1	6280	7967	3,15300615												
212	185	0	1	6281	7968	3,15311245												
99	251	0	1	6282	7969	3,153218723												
7	243	0	1	6283	7970	3,153324969												
2	244	0	0	6283	7971	3,152929369												
167	189	0	1	6284	7972	3,153035625												
177	9	0	1	6285	7973	3,153141854												
3	73	0	0	6285	7974	3,152746426												
255	149	0	1	6286	7975	3,152852665												
12	210	0	1	6287	7976	3,152958877												
340	210	0	1	6288	7977	3,153065062												
89	379	0	0	6288	7978	3,152669842												
94	335	0	1	6289	7979	3,152776037												
13	342	0	0	6289	7980	3,152380952												
122	304	0	1	6290	7981	3,152487157												
215	61	0	1	6291	7982	3,152593335												
82	367	0	0	6291	7983	3,152198422												
53	55	0	0	6291	7984	3,151803607												
61	68	0	1	6292	7985	3,151909831												
333	266	0	1	6293	7986	3,152016028												
297	13	0	0	6293	7987	3,151621385												
256	136	0	1	6294	7988	3,151727591												
389	101	0	0	6294	7989	3,151333083												
195	231	0	1	6295	7990	3,151439299												
253	335	0	1	6296	7991	3,151545489												
266	120	0	1	6297	7992	3,151651652												
264	212	0	1	6298	7993	3,151757788												
56	251	0	1	6299	7994	3,151863898												
46	97	0	1	6300	7995	3,151969981												
72	128	0	1	6301	7996	3,152076038												
364	373	0	0	6301	7997	3,151681881												
387	216	0	1	6302	7998	3,151787947												
290	399	0	0	6302	7999	3,151393924												
93	189	0	1	6303	8000	3,1515												
49	339	0	0	6303	8001	3,151106112												
309	250	0	1	6304	8002	3,151212197												
184	234	0	1	6305	8003	3,151318256												
105	371	0	1	6306	8004	3,151424288												
149	243	0	1	6307	8005	3,151530294												
190	359	0	1	6308	8006	3,151636273												
76	290	0	1	6309	8007	3,151742226												
379	16	0	0	6309	8008	3,151348651												
215	372	0	1	6310	8009	3,151454614												
137	238	0	1	6311	8010	3,151560549												
347	122	0	1	6312	8011	3,151666459												
216	210	0	1	6313	8012	3,151772341												
391	348	0	0	6313	8013	3,151379009												
282	84	0	1	6314	8014	3,151484901												
205	52	0	1	6315	8015	3,151590767												
330	111	0	1	6316	8016	3,151696607												
174	337	0	1	6317	8017	3,15180242												
93	361	0	1	6318	8018	3,151908207												
389	307	0	0	6318	8019	3,151515152												
99	176	0	1	6319	8020	3,151620948												
348	82	0	1	6320	8021	3,151726717												
199	333	0	1	6321	8022	3,151832461												
81	10	0	0	6321	8023	3,151439611												
145	216	0	1	6322	8024	3,151545364												
388	221	0	1	6323	8025	3,15165109												
44	312	0	1	6324	8026	3,15175679												
162	386	0	1	6325	8027	3,151862464												
356	313	0	1	6326	8028	3,151968112												
42	334	0	0	6326	8029	3,151575539												
152	336	0	1	6327	8030	3,151681196												
205	358	0	1	6328	8031	3,151786826												
54	20	0	0	6328	8032	3,151394422												
213	322	0	1	6329	8033	3,151500062												
176	326	0	1	6330	8034	3,151605676												
204	206	0	1	6331	8035	3,151711263												
100	116	0	1	6332	8036	3,151816824												
261	2	0	0	6332	8037	3,151424661												
186	0	0	0	6332	8038	3,151032595												
394	180	0	1	6333	8039	3,151138201												
215	265	0	1	6334	8040	3,151243781												
116	55	0	1	6335	8041	3,151349335												
327	88	0	1	6336	8042	3,151454862												
175	174	0	1	6337	8043	3,151560363												
226	208	0	1	6338	8044	3,151665838												
302	258	0	1	6339	8045	3,151771287												
8	2	0	0	6339	8046	3,151379567												
68	300	0	1	6340	8047	3,151485025												
362	257	0	1	6341	8048	3,151590457												
282	27	0	1	6342	8049	3,151695863												
223	53	0	1	6343	8050	3,151801242												
142	54	0	1	6344	8051	3,151906595												
54	36	0	0	6344	8052	3,151515152												
149	173	0	1	6345	8053	3,151620514												
383	257	0	1	6346	8054	3,151725851												
204	272	0	1	6347	8055	3,151831161												
117	281	0	1	6348	8056	3,151936445												
96	190	0	1	6349	8057	3,152041703												
168	162	0	1	6350	8058	3,152146935												
149	193	0	1	6351	8059	3,15225214												
161	183	0	1	6352	8060	3,15235732												
231	116	0	1	6353	8061	3,152462474												
385	332	0	0	6353	8062	3,152071446												
371	46	0	0	6353	8063	3,151680516												
330	188	0	1	6354	8064	3,151785714												
377	32	0	0	6354	8065	3,151394916												
191	53	0	1	6355	8066	3,151500124												
209	226	0	1	6356	8067	3,151605306												
340	61	0	1	6357	8068	3,151710461												
112	54	0	1	6358	8069	3,151815591												
100	153	0	1	6359	8070	3,151920694												
209	56	0	1	6360	8071	3,152025771												
112	71	0	1	6361	8072	3,152130823												
69	83	0	1	6362	8073	3,152235848												
360	340	0	0	6362	8074	3,15184543												
17	279	0	1	6363	8075	3,151950464												
264	371	0	1	6364	8076	3,152055473												
28	397	0	0	6364	8077	3,151665222												
135	66	0	1	6365	8078	3,15177024												
188	234	0	1	6366	8079	3,151875232												
317	387	0	0	6366	8080	3,151485149												
345	300	0	1	6367	8081	3,15159015												
315	365	0	0	6367	8082	3,151200198												
93	276	0	1	6368	8083	3,151305208												
161	225	0	1	6369	8084	3,151410193												
153	315	0	1	6370	8085	3,151515152												
169	80	0	1	6371	8086	3,151620084												
141	22	0	1	6372	8087	3,151724991												
4	115	0	0	6372	8088	3,151335312												
307	377	0	0	6372	8089	3,150945729												
260	397	0	0	6372	8090	3,150556242												
371	60	0	0	6372	8091	3,150166852												
121	387	0	0	6372	8092	3,149777558												
43	221	0	1	6373	8093	3,149882615												
188	396	0	1	6374	8094	3,149987645												
221	261	0	1	6375	8095	3,15009265												
151	109	0	1	6376	8096	3,150197628												
357	170	0	1	6377	8097	3,150302581												
291	228	0	1	6378	8098	3,150407508												
